,"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
0,"Burnes, Corbin",669203,MIL,FC,Cutter,1.0,18,1706,55.4,455,0.209,0.34,0.298,22.7,19.8,22.1,0.245,0.387,0.323,34.1
1,"Javier, Cristian",664299,HOU,FF,4-Seam Fastball,0.7,12,1682,58.4,450,0.236,0.455,0.331,26.5,21.8,19.0,0.233,0.489,0.343,41.3
2,"Strider, Spencer",675911,ATL,FF,4-Seam Fastball,0.1,2,1826,58.9,435,0.256,0.431,0.339,28.7,28.5,22.3,0.24,0.418,0.317,40.7
3,"Webb, Logan",657277,SF,CH,Changeup,2.1,28,1324,41.6,433,0.225,0.309,0.254,22.8,21.2,19.8,0.236,0.322,0.257,44.0
4,"Cole, Gerrit",543037,NYY,FF,4-Seam Fastball,1.7,29,1739,53.0,429,0.201,0.332,0.275,22.7,28.2,21.6,0.224,0.401,0.303,45.7
5,"Steele, Justin",657006,CHC,FF,4-Seam Fastball,0.9,15,1676,62.6,429,0.275,0.393,0.33,20.3,19.1,19.9,0.28,0.406,0.327,36.1
6,"Gausman, Kevin",592332,TOR,FF,4-Seam Fastball,1.0,16,1561,50.9,411,0.243,0.409,0.316,17.2,26.5,24.6,0.271,0.483,0.348,52.6
7,"Corbin, Patrick",571578,WSH,SI,Sinker,-0.2,-3,1218,41.7,408,0.32,0.463,0.378,7.4,10.5,13.8,0.312,0.47,0.365,44.2
8,"Gallen, Zac",668678,AZ,FF,4-Seam Fastball,1.7,27,1601,49.3,405,0.237,0.358,0.289,19.2,22.7,21.7,0.255,0.441,0.326,51.4
9,"Valdez, Framber",664285,HOU,SI,Sinker,0.8,11,1380,46.7,390,0.274,0.455,0.354,12.6,9.0,20.7,0.308,0.517,0.39,50.2
10,"Bassitt, Chris",605135,TOR,SI,Sinker,2.2,27,1234,39.3,373,0.22,0.336,0.293,14.4,16.4,19.2,0.251,0.396,0.316,38.6
11,"Kopech, Michael",656629,CWS,FF,4-Seam Fastball,-0.3,-4,1492,61.4,369,0.244,0.462,0.396,26.4,21.1,20.7,0.24,0.446,0.391,43.8
12,"Sears, JP",676664,OAK,FF,4-Seam Fastball,0.1,2,1437,50.1,369,0.256,0.478,0.365,21.7,23.6,17.8,0.248,0.467,0.349,43.5
13,"Montgomery, Jordan",656756,TEX,SI,Sinker,1.3,16,1245,42.6,362,0.255,0.374,0.319,14.1,14.9,18.2,0.275,0.426,0.334,42.2
14,"Ryan, Joe",657746,MIN,FF,4-Seam Fastball,0.8,13,1526,56.9,357,0.24,0.457,0.316,28.7,33.6,23.2,0.208,0.381,0.274,44.0
15,"Nelson, Ryne",669194,AZ,FF,4-Seam Fastball,-0.6,-7,1285,54.6,354,0.308,0.553,0.388,16.7,14.4,13.1,0.295,0.554,0.385,47.4
16,"Ashcraft, Graham",668933,CIN,FC,Cutter,0.1,1,1229,52.9,352,0.292,0.436,0.367,17.1,11.4,14.3,0.294,0.425,0.359,39.9
17,"Luzardo, Jesús",666200,MIA,FF,4-Seam Fastball,1.1,15,1367,45.7,348,0.232,0.384,0.316,19.4,19.5,17.9,0.268,0.479,0.35,44.8
18,"Waldichuk, Ken",686610,OAK,FF,4-Seam Fastball,-0.3,-4,1387,54.3,346,0.275,0.493,0.394,17.8,15.6,13.6,0.252,0.463,0.366,42.6
19,"Snell, Blake",605483,SD,FF,4-Seam Fastball,0.3,5,1541,48.6,344,0.255,0.389,0.368,19.5,18.9,18.6,0.288,0.5,0.404,43.4
20,"Singer, Brady",663903,KC,SI,Sinker,-0.9,-12,1331,51.0,341,0.339,0.555,0.42,11.3,13.8,16.8,0.305,0.518,0.38,49.0
21,"Peralta, Freddy",642547,MIL,FF,4-Seam Fastball,0.8,12,1453,51.2,340,0.213,0.387,0.297,29.2,31.5,20.7,0.212,0.362,0.287,43.5
22,"Gore, MacKenzie",669022,WSH,FF,4-Seam Fastball,-0.2,-3,1464,59.5,338,0.279,0.503,0.378,21.6,22.2,17.5,0.279,0.518,0.378,46.6
23,"Verlander, Justin",434378,HOU,FF,4-Seam Fastball,0.9,12,1302,50.0,334,0.235,0.417,0.322,18.1,16.5,18.0,0.254,0.464,0.337,50.4
24,"Morton, Charlie",450203,ATL,CU,Curveball,2.0,25,1228,43.2,334,0.177,0.258,0.242,42.0,37.1,26.4,0.19,0.29,0.253,31.6
25,"Williams, Trevor",592866,WSH,FF,4-Seam Fastball,-0.7,-8,1133,43.2,331,0.283,0.563,0.385,16.7,19.9,17.1,0.274,0.538,0.368,40.9
26,"Cease, Dylan",656302,CWS,SL,Slider,0.8,10,1260,38.6,331,0.216,0.339,0.286,43.3,36.0,23.1,0.217,0.324,0.275,43.2
27,"Cease, Dylan",656302,CWS,FF,4-Seam Fastball,-0.2,-3,1408,43.2,330,0.273,0.436,0.37,20.5,20.9,17.9,0.25,0.399,0.341,40.5
28,"Smyly, Drew",592767,CHC,CU,Curveball,-0.3,-4,1186,49.4,330,0.229,0.399,0.311,36.0,30.0,23.6,0.193,0.308,0.247,24.5
29,"Lynn, Lance",458681,LAD,FF,4-Seam Fastball,-0.7,-10,1385,43.7,327,0.255,0.52,0.367,31.6,27.8,21.2,0.248,0.497,0.349,46.1
30,"Heaney, Andrew",571760,TEX,FF,4-Seam Fastball,0.0,1,1506,57.9,327,0.236,0.431,0.348,25.6,25.4,17.8,0.218,0.43,0.336,40.2
31,"Giolito, Lucas",608337,CLE,FF,4-Seam Fastball,-0.6,-8,1338,41.9,325,0.262,0.546,0.381,20.0,24.9,20.5,0.264,0.512,0.369,50.2
32,"Oviedo, Johan",670912,PIT,SL,Slider,1.1,12,1095,36.7,324,0.21,0.349,0.312,32.6,27.2,23.3,0.223,0.35,0.303,36.6
33,"Singer, Brady",663903,KC,SL,Slider,-0.2,-2,1099,42.1,322,0.241,0.397,0.3,33.2,25.2,22.1,0.249,0.399,0.305,49.5
34,"Wheeler, Zack",554430,PHI,FF,4-Seam Fastball,1.2,17,1370,43.4,320,0.199,0.333,0.266,31.4,32.2,23.7,0.198,0.335,0.259,43.1
35,"Castillo, Luis",622491,SEA,FF,4-Seam Fastball,1.3,19,1423,44.4,320,0.165,0.384,0.282,33.0,32.8,21.1,0.183,0.42,0.299,47.2
36,"Miller, Bryce",682243,SEA,FF,4-Seam Fastball,0.0,0,1224,58.4,312,0.256,0.45,0.333,27.1,26.3,21.6,0.254,0.46,0.331,40.6
37,"Gilbert, Logan",669302,SEA,FF,4-Seam Fastball,0.0,0,1223,41.9,312,0.28,0.491,0.358,17.7,17.0,16.7,0.274,0.505,0.353,55.0
38,"Kirby, George",669923,SEA,FF,4-Seam Fastball,1.3,14,1112,39.4,306,0.234,0.392,0.288,28.0,28.4,21.7,0.248,0.435,0.306,43.2
39,"Oviedo, Johan",670912,PIT,FF,4-Seam Fastball,-1.0,-12,1169,39.2,305,0.277,0.477,0.376,18.3,16.1,16.8,0.278,0.477,0.373,47.2
40,"Megill, Tylor",656731,NYM,FF,4-Seam Fastball,-0.6,-7,1245,55.7,304,0.314,0.494,0.407,18.4,13.8,14.9,0.312,0.546,0.408,48.6
41,"Gausman, Kevin",592332,TOR,FS,Split-Finger,0.3,4,1177,38.4,303,0.201,0.307,0.266,43.2,41.9,23.8,0.176,0.272,0.238,29.3
42,"Hendricks, Kyle",543294,CHC,CH,Changeup,1.4,12,867,41.1,298,0.18,0.279,0.233,32.4,23.5,18.6,0.204,0.286,0.234,17.8
43,"Elder, Bryce",693821,ATL,SI,Sinker,0.1,2,1075,37.7,297,0.278,0.4,0.354,13.4,11.8,14.3,0.302,0.444,0.368,45.7
44,"Cobb, Alex",502171,SF,FS,Split-Finger,0.4,4,971,38.7,297,0.239,0.386,0.295,24.6,19.2,17.2,0.277,0.431,0.316,44.5
45,"Greene, Hunter",668881,CIN,FF,4-Seam Fastball,-1.1,-12,1136,54.4,295,0.265,0.518,0.39,25.2,26.8,20.4,0.235,0.441,0.345,50.0
46,"Walker, Taijuan",592836,PHI,FS,Split-Finger,0.5,5,942,33.2,295,0.205,0.295,0.269,24.4,21.7,18.2,0.233,0.343,0.289,44.9
47,"Dunning, Dane",641540,TEX,SI,Sinker,1.9,17,893,33.1,294,0.246,0.354,0.309,8.0,17.0,18.7,0.27,0.42,0.336,45.8
48,"Pivetta, Nick",601713,BOS,FF,4-Seam Fastball,0.6,7,1206,50.6,290,0.214,0.44,0.331,24.7,28.3,22.5,0.229,0.428,0.329,48.0
49,"Gray, Jon",592351,TEX,FF,4-Seam Fastball,-2.0,-20,1014,42.4,287,0.346,0.551,0.423,17.9,18.1,17.4,0.317,0.513,0.397,46.4
50,"Stroman, Marcus",573186,CHC,SI,Sinker,0.1,1,1022,46.4,287,0.245,0.332,0.331,14.3,13.6,21.2,0.294,0.411,0.35,46.7
51,"Manaea, Sean",640455,SF,FF,4-Seam Fastball,0.5,5,1155,56.3,285,0.238,0.393,0.328,23.3,27.4,18.8,0.251,0.423,0.33,43.2
52,"Pérez, Martín",527048,TEX,SI,Sinker,0.8,8,953,42.9,284,0.244,0.394,0.336,9.7,16.5,17.9,0.261,0.434,0.346,40.8
53,"Bibee, Tanner",676440,CLE,FF,4-Seam Fastball,0.9,10,1095,47.1,284,0.243,0.348,0.312,19.0,19.0,18.1,0.272,0.426,0.348,48.5
54,"Clevinger, Mike",605182,CWS,FF,4-Seam Fastball,0.3,3,1001,47.7,279,0.284,0.496,0.37,16.9,19.7,18.2,0.249,0.46,0.335,43.1
55,"Strider, Spencer",675911,ATL,SL,Slider,1.1,12,1048,33.8,273,0.154,0.269,0.223,55.3,50.9,33.2,0.162,0.259,0.222,33.3
56,"Brown, Hunter",686613,HOU,FF,4-Seam Fastball,-0.3,-4,1253,46.1,267,0.271,0.511,0.386,22.3,25.5,20.0,0.231,0.413,0.335,44.9
57,"Flaherty, Jack",656427,BAL,FF,4-Seam Fastball,-0.5,-5,1097,41.6,265,0.29,0.411,0.364,20.8,25.7,20.4,0.247,0.383,0.335,38.6
58,"Nola, Aaron",605400,PHI,CU,Curveball,0.0,0,977,31.6,264,0.221,0.398,0.302,33.3,29.9,22.2,0.22,0.366,0.272,30.4
59,"Bello, Brayan",678394,BOS,SI,Sinker,0.8,7,951,36.3,264,0.278,0.435,0.365,16.0,12.5,15.3,0.285,0.431,0.343,51.5
60,"Hill, Rich",448179,SD,CU,Curveball,-1.5,-14,913,36.1,263,0.283,0.47,0.38,17.4,18.6,16.1,0.286,0.464,0.363,38.5
61,"Cobb, Alex",502171,SF,SI,Sinker,0.4,4,994,39.7,263,0.28,0.435,0.36,12.9,19.0,15.6,0.285,0.45,0.358,41.5
62,"Steele, Justin",657006,CHC,SL,Slider,0.3,2,908,33.9,263,0.217,0.346,0.269,31.1,33.8,20.7,0.203,0.309,0.236,37.3
63,"Houser, Adrian",605288,MIL,SI,Sinker,0.3,2,875,47.1,260,0.296,0.396,0.338,12.9,18.8,21.3,0.287,0.429,0.333,46.6
64,"Berríos, José",621244,TOR,SI,Sinker,0.3,3,925,31.5,259,0.255,0.398,0.343,13.1,18.5,20.9,0.275,0.458,0.352,36.4
65,"López, Pablo",641154,MIN,FF,4-Seam Fastball,0.6,6,1043,34.5,257,0.268,0.468,0.35,31.5,33.5,26.5,0.222,0.388,0.3,44.5
66,"Mikolas, Miles",571945,STL,SI,Sinker,-1.4,-11,779,24.4,254,0.34,0.54,0.408,8.5,13.0,15.6,0.349,0.593,0.418,44.1
67,"Allen, Logan",671106,CLE,FF,4-Seam Fastball,-0.2,-2,963,45.1,254,0.257,0.482,0.365,17.7,17.3,17.1,0.267,0.48,0.363,45.6
68,"Kershaw, Clayton",477132,LAD,SL,Slider,2.0,18,879,43.4,254,0.167,0.338,0.265,36.2,31.1,25.6,0.216,0.376,0.282,46.8
69,"Kremer, Dean",665152,BAL,FF,4-Seam Fastball,1.1,12,1084,37.1,254,0.252,0.409,0.325,26.2,26.8,17.8,0.26,0.457,0.335,44.5
70,"Ober, Bailey",641927,MIN,FF,4-Seam Fastball,0.6,6,1063,45.7,252,0.232,0.425,0.314,27.7,25.8,18.3,0.21,0.437,0.306,41.8
71,"Detmers, Reid",672282,LAA,FF,4-Seam Fastball,-0.9,-10,1123,43.2,252,0.291,0.505,0.383,21.2,20.2,17.4,0.29,0.491,0.382,48.0
72,"Gibson, Kyle",502043,BAL,SI,Sinker,0.2,1,794,26.1,251,0.289,0.459,0.371,11.0,15.5,18.9,0.292,0.472,0.373,54.9
73,"Alcantara, Sandy",645261,MIA,SI,Sinker,1.7,14,790,29.0,251,0.237,0.366,0.308,12.4,12.4,18.6,0.293,0.47,0.365,39.2
74,"France, J.P.",641585,HOU,FF,4-Seam Fastball,-0.3,-2,949,43.1,250,0.308,0.481,0.395,10.6,10.4,11.8,0.317,0.573,0.419,50.5
75,"Kikuchi, Yusei",579328,TOR,FF,4-Seam Fastball,0.1,2,1271,45.1,250,0.27,0.412,0.336,26.8,25.6,19.0,0.24,0.404,0.312,46.6
76,"Weaver, Luke",596133,NYY,FF,4-Seam Fastball,-1.3,-13,984,43.6,249,0.311,0.543,0.407,17.5,18.9,15.5,0.289,0.499,0.372,47.1
77,"Kikuchi, Yusei",579328,TOR,SL,Slider,1.0,8,731,25.9,249,0.225,0.396,0.302,30.2,29.7,24.0,0.251,0.46,0.334,41.6
78,"Webb, Logan",657277,SF,SI,Sinker,0.1,1,1068,33.6,248,0.313,0.481,0.376,10.4,15.3,21.2,0.311,0.503,0.368,52.3
79,"Eflin, Zach",621107,TB,SI,Sinker,1.4,12,823,31.9,246,0.259,0.315,0.295,12.9,25.2,26.2,0.24,0.343,0.273,38.6
80,"Smyly, Drew",592767,CHC,SI,Sinker,-1.1,-11,933,38.9,246,0.314,0.6,0.426,17.3,15.0,15.9,0.297,0.524,0.389,44.6
81,"Senga, Kodai",673540,NYM,FF,4-Seam Fastball,0.3,3,1033,37.0,244,0.244,0.399,0.338,17.3,25.0,20.2,0.269,0.439,0.354,49.0
82,"Detmers, Reid",672282,LAA,SL,Slider,0.3,3,802,30.9,243,0.236,0.336,0.291,33.8,30.9,23.4,0.25,0.366,0.305,44.1
83,"Paxton, James",572020,BOS,FF,4-Seam Fastball,0.1,1,957,56.6,243,0.269,0.498,0.359,21.7,19.3,18.3,0.264,0.461,0.343,44.5
84,"Giolito, Lucas",608337,CLE,CH,Changeup,0.1,1,902,28.3,242,0.209,0.442,0.33,35.2,26.9,21.0,0.213,0.403,0.306,30.5
85,"Elder, Bryce",693821,ATL,SL,Slider,0.7,7,1006,35.3,241,0.21,0.393,0.294,33.7,26.6,19.6,0.216,0.385,0.287,42.2
86,"Abbott, Andrew",671096,CIN,FF,4-Seam Fastball,0.5,5,949,50.0,241,0.249,0.459,0.355,19.8,27.0,21.4,0.258,0.468,0.361,51.0
87,"Rodriguez, Eduardo",593958,DET,FF,4-Seam Fastball,0.6,7,1076,44.0,241,0.278,0.431,0.34,22.2,20.7,19.0,0.272,0.444,0.341,44.6
88,"Gomber, Austin",596295,COL,FF,4-Seam Fastball,-2.0,-19,949,43.9,241,0.344,0.656,0.463,11.8,8.7,11.4,0.35,0.613,0.439,54.4
89,"Scherzer, Max",453286,TEX,FF,4-Seam Fastball,0.5,6,1142,46.3,240,0.255,0.458,0.34,23.8,18.8,16.9,0.233,0.457,0.327,43.0
90,"Anderson, Tyler",542881,LAA,FF,4-Seam Fastball,-1.3,-12,907,37.3,239,0.301,0.566,0.418,19.3,11.7,10.6,0.292,0.501,0.401,37.1
91,"Junis, Jakob",596001,SF,SL,Slider,0.6,5,868,62.5,239,0.216,0.369,0.284,32.5,32.2,24.4,0.216,0.365,0.271,31.1
92,"Morton, Charlie",450203,ATL,FF,4-Seam Fastball,-1.3,-12,898,31.6,239,0.297,0.487,0.409,22.5,17.6,16.5,0.297,0.502,0.398,46.8
93,"Corbin, Patrick",571578,WSH,SL,Slider,-0.6,-7,1024,35.0,237,0.233,0.461,0.339,39.7,27.4,19.9,0.266,0.516,0.354,38.7
94,"Garrett, Braxton",666129,MIA,SI,Sinker,0.7,6,786,31.7,234,0.256,0.377,0.31,10.7,21.4,24.0,0.265,0.395,0.313,48.8
95,"Lyles, Jordan",543475,KC,FF,4-Seam Fastball,-0.2,-2,859,30.5,233,0.223,0.442,0.329,15.5,12.9,16.2,0.253,0.478,0.345,37.4
96,"Gilbert, Logan",669302,SEA,SL,Slider,1.7,15,867,29.7,233,0.211,0.349,0.273,32.2,22.7,21.7,0.233,0.36,0.276,38.7
97,"Matz, Steven",571927,STL,SI,Sinker,0.7,8,1046,56.1,230,0.24,0.397,0.323,24.7,23.0,16.1,0.226,0.354,0.296,40.8
98,"Rodriguez, Grayson",680570,BAL,FF,4-Seam Fastball,-0.6,-7,1043,49.6,229,0.342,0.535,0.409,24.1,23.6,16.8,0.311,0.494,0.38,50.7
99,"Eovaldi, Nathan",543135,TEX,FF,4-Seam Fastball,0.6,5,831,37.2,228,0.234,0.423,0.333,18.3,24.1,19.2,0.257,0.45,0.344,46.9
100,"Gray, Jon",592351,TEX,SL,Slider,2.0,16,801,33.5,228,0.194,0.275,0.231,36.7,33.3,27.7,0.196,0.293,0.236,34.5
101,"Bradley, Taj",671737,TB,FF,4-Seam Fastball,-0.6,-5,818,44.9,226,0.277,0.559,0.398,19.1,23.5,19.6,0.264,0.492,0.368,46.2
102,"Berríos, José",621244,TOR,SV,Slurve,0.6,5,870,29.6,225,0.216,0.357,0.27,30.5,28.0,21.8,0.255,0.444,0.314,33.1
103,"Glasnow, Tyler",607192,TB,FF,4-Seam Fastball,0.1,1,819,43.2,223,0.236,0.41,0.332,24.9,26.9,24.3,0.239,0.435,0.333,45.6
104,"Bird, Jake",656234,COL,SI,Sinker,-0.3,-2,827,59.5,222,0.32,0.402,0.362,13.5,9.0,14.4,0.306,0.426,0.362,47.5
105,"Seabold, Connor",657756,COL,FF,4-Seam Fastball,-2.2,-19,850,54.4,221,0.338,0.605,0.43,18.6,17.6,16.3,0.285,0.511,0.367,47.8
106,"Ryan, Joe",657746,MIN,FS,Split-Finger,-0.5,-4,731,27.2,220,0.242,0.415,0.308,21.3,21.4,16.8,0.239,0.409,0.295,40.1
107,"Wacha, Michael",608379,SD,CH,Changeup,1.6,12,766,34.5,219,0.207,0.346,0.26,35.9,32.0,20.8,0.189,0.309,0.234,25.9
108,"Giolito, Lucas",608337,CLE,SL,Slider,-0.9,-8,901,28.2,218,0.236,0.438,0.319,34.5,25.7,20.1,0.234,0.4,0.295,40.5
109,"Pallante, Andre",669467,STL,FF,4-Seam Fastball,2.5,19,757,66.5,217,0.254,0.323,0.311,14.0,9.7,13.0,0.252,0.316,0.302,43.5
110,"Ashcraft, Graham",668933,CIN,SL,Slider,-0.7,-6,868,37.3,217,0.221,0.461,0.31,32.9,31.3,23.1,0.22,0.415,0.293,30.9
111,"Keller, Mitch",656605,PIT,FF,4-Seam Fastball,0.6,5,814,26.1,215,0.176,0.351,0.279,30.2,43.3,25.8,0.177,0.343,0.28,41.2
112,"Medina, Luis",665622,OAK,FF,4-Seam Fastball,-0.5,-4,808,41.5,215,0.272,0.494,0.388,12.1,11.6,12.4,0.27,0.479,0.375,39.5
113,"Bradish, Kyle",680694,BAL,SL,Slider,1.6,14,824,31.2,214,0.168,0.272,0.218,36.4,35.0,24.4,0.2,0.366,0.264,35.9
114,"Finnegan, Kyle",640448,WSH,FF,4-Seam Fastball,0.8,6,774,70.0,212,0.271,0.441,0.351,21.2,18.9,16.3,0.287,0.459,0.356,48.7
115,"Germán, Domingo",593334,NYY,CU,Curveball,0.7,5,676,40.9,212,0.174,0.344,0.27,39.3,36.8,32.5,0.178,0.319,0.249,35.9
116,"Fujinami, Shintaro",660261,BAL,FF,4-Seam Fastball,-0.9,-7,794,56.6,210,0.243,0.385,0.365,25.5,19.5,23.6,0.226,0.392,0.345,42.6
117,"Tonkin, Michael",543859,ATL,SI,Sinker,0.4,3,785,61.2,209,0.226,0.421,0.303,22.3,23.0,18.7,0.253,0.464,0.331,44.5
118,"Urías, Julio",628711,LAD,FF,4-Seam Fastball,0.7,6,833,45.1,208,0.267,0.503,0.35,21.8,19.7,19.4,0.279,0.504,0.358,40.7
119,"Foley, Jason",671345,DET,SI,Sinker,2.7,20,723,69.1,208,0.237,0.323,0.287,15.0,21.6,22.4,0.254,0.365,0.285,42.9
120,"Clase, Emmanuel",661403,CLE,FC,Cutter,0.3,2,757,67.6,207,0.267,0.374,0.307,25.8,17.9,19.5,0.253,0.372,0.287,38.1
121,"Freeland, Kyle",607536,COL,SI,Sinker,-1.5,-10,683,28.3,207,0.353,0.537,0.427,9.1,7.2,11.6,0.347,0.605,0.427,52.0
122,"Schmidt, Clarke",657376,NYY,FC,Cutter,0.0,0,758,27.9,205,0.28,0.457,0.35,22.2,17.6,15.0,0.241,0.395,0.305,34.6
123,"Bickford, Phil",641360,NYM,FF,4-Seam Fastball,1.4,12,873,71.0,205,0.183,0.29,0.286,30.0,27.8,21.0,0.219,0.376,0.325,39.1
124,"Hill, Rich",448179,SD,FF,4-Seam Fastball,-0.3,-3,865,34.2,204,0.249,0.454,0.334,21.8,26.0,23.2,0.268,0.487,0.351,45.5
125,"Wentz, Joey",666214,DET,FF,4-Seam Fastball,-2.9,-23,803,41.6,204,0.374,0.682,0.479,19.0,17.6,15.7,0.321,0.634,0.437,57.3
126,"Kremer, Dean",665152,BAL,FC,Cutter,-0.7,-5,700,23.9,203,0.222,0.416,0.322,27.7,22.7,20.5,0.251,0.466,0.337,38.8
127,"Kelly, Merrill",518876,AZ,FF,4-Seam Fastball,-0.1,-1,842,30.0,203,0.224,0.489,0.348,25.9,27.6,22.9,0.231,0.424,0.33,53.3
128,"Gray, Sonny",543243,MIN,ST,Sweeper,3.2,19,576,20.4,203,0.097,0.118,0.115,41.3,53.2,27.3,0.135,0.19,0.159,34.1
129,"Anderson, Tyler",542881,LAA,CH,Changeup,0.6,5,822,33.8,202,0.238,0.381,0.284,39.8,29.7,22.5,0.218,0.353,0.264,24.2
130,"Blach, Ty",621389,COL,SI,Sinker,-0.9,-6,695,55.0,202,0.322,0.561,0.407,10.2,15.8,17.9,0.335,0.58,0.416,46.7
131,"Mikolas, Miles",571945,STL,FF,4-Seam Fastball,-0.3,-2,831,26.0,201,0.29,0.495,0.353,18.9,19.4,14.3,0.279,0.469,0.338,55.3
132,"Nola, Aaron",605400,PHI,FF,4-Seam Fastball,0.2,1,913,29.6,201,0.25,0.511,0.349,21.7,24.4,19.5,0.22,0.456,0.313,46.7
133,"Luzardo, Jesús",666200,MIA,SL,Slider,-0.5,-4,863,28.9,201,0.233,0.389,0.292,51.8,52.7,30.1,0.17,0.288,0.214,43.7
134,"Muller, Kyle",666205,OAK,FF,4-Seam Fastball,-2.4,-18,751,51.7,201,0.395,0.663,0.486,15.9,11.4,12.5,0.358,0.648,0.461,62.3
135,"Barria, Jaime",642545,LAA,SL,Slider,-0.5,-3,684,50.7,200,0.242,0.452,0.333,26.0,20.0,20.5,0.252,0.436,0.316,32.7
136,"López, Pablo",641154,MIN,CH,Changeup,0.6,4,638,21.1,200,0.257,0.41,0.335,28.4,22.5,21.0,0.225,0.337,0.283,36.0
137,"Keller, Mitch",656605,PIT,SI,Sinker,1.6,11,707,22.7,199,0.258,0.346,0.309,10.5,18.1,26.1,0.237,0.341,0.285,35.1
138,"Miley, Wade",489119,MIL,FC,Cutter,1.1,9,829,44.3,198,0.232,0.446,0.332,17.2,10.6,13.4,0.271,0.463,0.348,32.3
139,"Estévez, Carlos",608032,LAA,FF,4-Seam Fastball,1.0,8,753,66.8,197,0.24,0.339,0.315,28.5,31.0,21.5,0.222,0.371,0.311,44.5
140,"Kirby, George",669923,SEA,SI,Sinker,0.7,4,609,21.6,197,0.261,0.383,0.303,13.1,18.3,17.5,0.288,0.415,0.32,40.5
141,"Crawford, Kutter",676710,BOS,FF,4-Seam Fastball,1.1,9,823,39.2,197,0.163,0.326,0.27,25.8,36.5,24.5,0.178,0.327,0.267,42.2
142,"Gallen, Zac",668678,AZ,CU,Curveball,-0.1,-1,738,22.7,195,0.21,0.344,0.268,40.6,39.5,25.1,0.229,0.361,0.275,47.7
143,"McClanahan, Shane",663556,TB,FF,4-Seam Fastball,0.1,0,763,41.9,195,0.269,0.479,0.38,23.3,20.0,16.1,0.275,0.485,0.375,46.9
144,"Lorenzen, Michael",547179,PHI,FF,4-Seam Fastball,1.2,10,821,34.7,195,0.211,0.333,0.302,17.1,21.0,17.1,0.235,0.458,0.338,48.9
